,Cluster 1,Cluster 2,
208,0.6252949535,0.3747050465,1
209,0.6532476119,0.3467523881,1
210,0.6596663749,0.3403336251,1
211,0.6796037477,0.3203962523,1
212,0.6914815187,0.3085184813,1
213,0.6934105873,0.3065894127,1
214,0.7091890864,0.2908109136,1
215,0.7036650892,0.2963349108,1
216,0.7289176927,0.2710823073,1
217,0.7469132146,0.2530867854,1
218,0.7543316855,0.2456683145,1
219,0.7546132489,0.2453867511,1
220,0.7650281914,0.2349718086,1
221,0.8444736193,0.1555263807,1
222,0.8804343437,0.1195656563,1
223,0.8830620636,0.1169379364,1
224,0.8909202181,0.1090797819,1
225,0.8893237712,0.1106762288,1
226,0.8602545537,0.1397454463,1
227,0.8491250454,0.1508749546,1
228,0.8551266682,0.1448733318,1
229,0.8277227166,0.1722772834,1
230,0.8177244401,0.1822755599,1
231,0.7770111641,0.2229888359,1
232,0.7973842997,0.2026157003,1
233,0.8064109604,0.1935890396,1
234,0.7649174673,0.2350825327,1
235,0.771277052,0.228722948,1
236,0.7860260842,0.2139739158,1
237,0.8384908395,0.1615091605,1
238,0.8513235213,0.1486764787,1
239,0.8509661016,0.1490338984,1
240,0.8777327518,0.1222672482,1
241,0.8815326541,0.1184673459,1
242,0.913045084,0.08695491599,1
243,0.923007208,0.07699279201,1
244,0.9318951429,0.06810485708,1
245,0.9312090159,0.06879098408,1
246,0.954279181,0.04572081905,1
247,0.972151016,0.02784898397,1
248,0.9343618181,0.0656381819,1
249,0.9276135997,0.07238640035,1
250,0.9226702115,0.07732978848,1
251,0.9214345053,0.07856549474,1
252,0.9274404582,0.07255954184,1
253,0.9268568779,0.07314312208,1
254,0.9391777324,0.06082226759,1
255,0.9389352473,0.0610647527,1
256,0.9423471555,0.05765284448,1
257,0.9543090578,0.04569094219,1
258,0.9432373766,0.0567626234,1
259,0.9464229382,0.05357706184,1
260,0.9490066837,0.05099331635,1
261,0.9676063725,0.03239362752,1
262,0.9737422044,0.02625779559,1
263,0.9779284244,0.02207157556,1
264,0.9858728489,0.01412715114,1
265,0.9897061718,0.01029382823,1
266,0.9946912115,0.005308788503,1
267,0.9994853986,0.0005146014342,1
268,0.9951710146,0.004828985447,1
269,0.9946399114,0.005360088611,1
270,0.9918250953,0.008174904666,1
271,0.9896092544,0.01039074562,1
272,0.9869944571,0.01300554288,1
273,0.9837182495,0.01628175048,1
274,0.9734938383,0.02650616167,1
275,0.9618280977,0.03817190235,1
276,0.9610759835,0.03892401649,1
277,0.9677719217,0.03222807826,1
278,0.9714101777,0.02858982233,1
279,0.9648771028,0.03512289722,1
280,0.9699073069,0.03009269315,1
281,0.9751407773,0.02485922267,1
282,0.9806980363,0.01930196367,1
283,0.9821992555,0.01780074451,1
284,0.986219321,0.01378067898,1
285,0.976432806,0.023567194,1
286,0.9735301801,0.02646981987,1
287,0.9787927094,0.02120729061,1
288,0.9734045706,0.02659542938,1
289,0.9851034824,0.01489651759,1
290,0.9890191396,0.01098086042,1
291,0.9868553744,0.01314462559,1
292,0.9841725401,0.01582745992,1
293,0.9818273924,0.01817260756,1
294,0.9891750418,0.01082495817,1
295,0.9875546902,0.01244530977,1
296,0.9826893833,0.01731061673,1
297,0.9776595693,0.02234043075,1
298,0.9721730487,0.0278269513,1
299,0.9609606051,0.03903939492,1
300,0.9609369359,0.0390630641,1
301,0.9645033063,0.03549669374,1
302,0.9721602944,0.02783970557,1
303,0.97033213,0.02966787004,1
304,0.9694656959,0.03053430414,1
305,0.949784402,0.05021559797,1
306,0.9459345711,0.05406542893,1
307,0.926806561,0.07319343898,1
308,0.9828269013,0.01717309873,1
309,0.9764877761,0.02351222388,1
310,0.9695264599,0.03047354008,1
311,0.9664740493,0.0335259507,1
312,0.9669610129,0.03303898713,1
313,0.9599943306,0.04000566943,1
314,0.9576433297,0.04235667035,1
315,0.9539374801,0.04606251992,1
316,0.9461861532,0.05381384675,1
317,0.9575470439,0.04245295608,1
318,0.9534403704,0.04655962964,1
319,0.9461179395,0.05388206055,1
320,0.9366910649,0.06330893506,1
321,0.934503672,0.06549632797,1
322,0.9279588164,0.07204118355,1
323,0.9341167056,0.06588329444,1
324,0.9336466361,0.06635336388,1
325,0.9319111608,0.06808883923,1
326,0.9315206047,0.06847939532,1
327,0.9269336844,0.07306631556,1
328,0.917294566,0.08270543398,1
329,0.9226299621,0.0773700379,1
330,0.9208101728,0.07918982722,1
331,0.9184691773,0.08153082266,1
332,0.9114636132,0.08853638678,1
333,0.9068709485,0.09312905146,1
334,0.9013121531,0.09868784686,1
335,0.9078428762,0.09215712382,1
336,0.8984708103,0.1015291897,1
337,0.8735144206,0.1264855794,1
338,0.8679331619,0.1320668381,1
339,0.8729679638,0.1270320362,1
340,0.8724661879,0.1275338121,1
341,0.8730801312,0.1269198688,1
342,0.8666139578,0.1333860422,1
343,0.8862597564,0.1137402436,1
344,0.891425066,0.108574934,1
345,0.8962062789,0.1037937211,1
346,0.8991865192,0.1008134808,1
347,0.8925180784,0.1074819216,1
348,0.8841896884,0.1158103116,1
349,0.8781849816,0.1218150184,1
350,0.8847995072,0.1152004928,1
351,0.8789499442,0.1210500558,1
352,0.8694972961,0.1305027039,1
353,0.8507026557,0.1492973443,1
354,0.8480657847,0.1519342153,1
355,0.8424221594,0.1575778406,1
356,0.8370502488,0.1629497512,1
357,0.8304020638,0.1695979362,1
358,0.8266796034,0.1733203966,1
359,0.8057377628,0.1942622372,1
360,0.8029914165,0.1970085835,1
361,0.8153131572,0.1846868428,1
362,0.819623431,0.180376569,1
363,0.8249541991,0.1750458009,1
364,0.8264706495,0.1735293505,1
365,0.8428784529,0.1571215471,1
366,0.8456112455,0.1543887545,1
367,0.8267557776,0.1732442224,1
368,0.8171845889,0.1828154111,1
369,0.821634185,0.178365815,1
370,0.807060704,0.192939296,1
371,0.8120370059,0.1879629941,1
372,0.8082219917,0.1917780083,1
